categoria;descricao;titulo;valor_varejo;valor_atacado;valor_varejo_promocional;estoque_geral;estoque_maletas;peso;valor_custo;data_registro;cor_banho;imagem;tamanho_anel;cod_barras;genero;cor_pedra;variacao;tempo_garantia;fornecedor;codigo_fornecedor;preco_aluguel;loc_estoque;destaque;novos
Choker;;CHOKER CORRENTARIA;251.7;251.7;;1;0;0;99;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-242-6882d3e7d7aac.jpg;0;20424169;;;;12;GAZIN;143334;0;;;
Conjunto;;CONJUNTO CORAÇÃO DERRETIDO PRETO ;251.7;0;;1;0;0;99;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-221-6883a6eeac1df.jpeg;0;20262549;;Preto;;12;GAZIN;144129;0;;;
Conjunto;;CONJUNTO ORGANICO MARROM;251.7;0;;1;1;0;99;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-220-6883a6e2cf4e9.jpeg;0;20562670;;Marrom;;12;GAZIN;144111;990;;;
Conjunto;;CONJUNTO C VERMELHO;203.7;203.7;;2;1;12.71;52.06;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-169-6884eaf425e0d.jpeg;0;20652210;;Vermelho;;12;BELLA BRUTOS ;CONJ1866;0;;;
Conjunto;;CONJUNTO ORGANICO VAZADO PEROLA;203.7;203.7;;2;2;13.36;51.19;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-167-6884ead4a6878.jpeg;0;20143008;;Perolado;;12;BELLA BRUTOS ;CONJ1864;0;;;
Pulseira;;PULSEIRA RIVIERA CORES;80.7;80.7;;1;2;4.3;17.31;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-190-6882d743ad554.jpg;0;20485566;;Colorido;;12;SOPHIA BRUTOS;1344;173.1;;;
Pulseira;;PULSEIRA PEROLA ORGANICA;56.7;56.7;;3;1;2.7;11.13;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-176-6883a5661f57a.jpeg;0;20424503;;;;12;TANK BRUTOS;BF14-014-18;0;;;
Brinco;BRINCO DE BOLA COM 3 FIOS DE STRASS;BRINCO DE BOLA COM STRAS ;65.7;65.7;;2;0;2.5;15.66;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-134-688203eb8484b.jpg;0;20092467;;;;12;SOPHIA BRUTOS;2-773;0;;;
Brinco;;BRINCO ORGANICO DERRETIDO ;107.34;107.34;;1;1;0;37.74;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-208-6884c749e19d7.jpeg;0;20403461;;;;12;GAZIN;123962;0;;;
Brinco;;BRINCO BOLA DOURADA;70.2;70.2;;2;2;0;22;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-205-6884c1a8cd278.jpeg;0;20607258;;;;12;GAZIN;106601;0;;;
Conjunto;;CONJUNTO BORBOLETA;134.1;0;;1;1;4.9;32.82;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-224-6883a5b1b808c.jpeg;0;20455590;;Preto;;12;TANK BRUTOS;BF13-373 BF13-389 CV.45;0;;;
Brinco;;BRINCO CORAÇÃO MACIÇO ESTICADO ;79.77;79.77;;1;0;0;27;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-204-6882049002e64.jpg;0;20616014;;;;12;GAZIN;128084;0;;;
Brinco;;BRINCO CRUZ CRAVEJADA;119.7;119.7;;1;1;0;44;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-203-6884c4323e3fe.jpeg;0;20040000;;;;12;GAZIN;108680;440;;;
Brinco;;BRINCO CORAÇÃO DERRETIDO;59.7;59.7;;2;1;2.9;12.37;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-145-688203982ec23.jpg;0;20427207;;;;12;TANK BRUTOS;BF12-898;0;;;
Colar;80CM;COLAR CRISTAL COLORIDO 80;98.7;98.7;;2;2;4.3;24.91;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-193-6882d4658364b.jpg;0;20736736;;Colorido;;12;SOPHIA BRUTOS;1-344;0;;;
Brinco;;BRINCO LACINHO CRAVEJADO;89.7;0;;1;1;0;39;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-218-687fad24cdcc7.jpg;0;20298241;;;;12;GAZIN;141598;0;;;
Brinco;;BRINCO CORAÇÃO DUPLO;113.7;113.7;;1;0;0;41;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-209-6882037a3a535.jpg;0;20847319;;;;12;GAZIN;115409;410;;;
Choker;35 CM;CHOKER PEROLA INTEIRA 35;77.7;77.7;;1;1;0;26;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-210-687fa9b1c6c36.jpg;0;20124021;;Perolado;;12;GAZIN;92628;0;;;
Colar;40 CM;COLAR PEROLA FRENTE 40;56.7;56.7;;3;2;2.4;11.43;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-184-6883a6721d8ba.jpeg;0;20043100;;Perolado;;0;SOPHIA BRUTOS;1303;0;;;
Brinco;;BRINCO LEQUE FRISADO;47.7;47.7;;1;1;1.8;13.29;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-150-6883a54c8c690.jpeg;0;20138134;;;;12;TANK BRUTOS;BF11-957;0;;;
Colar;;COLAR CORAÇÃO PEROLA INTEIRO 70;119.7;119.7;;1;1;0;44;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-241-6884c069e28da.jpeg;0;20905606;;;;12;GAZIN;94791;0;;;
Colar;;COLAR PEROLA INTEIRO 45;98.7;98.7;;0;0;0;34;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/default.jpg;0;20876784;;Perolado;;12;GAZIN;128750;0;;;
Pulseira;;PULSEIRA MINI BOLINHAS;80.7;0;;1;1;0;27;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-240-6884c216dcb92.jpeg;0;20781149;;;;12;GAZIN;95268;0;;;
Brinco;;BRINCO CORAÇÃO ESTICADO CRAVEJADO;47.7;47.7;;2;1;0.7;13.22;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-187-6884c0d07ff01.jpeg;0;20162368;;;;12;TANK BRUTOS;BF11-912;0;;;
Colar;;VENEZIANA 55;47.7;47.7;;3;1;2.2;7.77;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-247-6884c03f41c64.jpeg;0;20732622;;;;12;TANK BRUTOS;CV.55;0;;;
Brinco;;BRINCO DE ARGOLA FINA MEDIA;35.7;35.7;;2;1;1.01;3.1;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-178-6882d67617617.jpg;0;20494025;;;;12;BELLA BRUTOS ;BR02;0;;;
Choker;;CHOKER VIDRILHO GRANDE CORAÇAO;191.7;191.7;;0;0;0;74;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/default.jpg;0;20162887;;;;12;GAZIN;138711;0;;;
Brinco;;BRINCO DE PEROLAS DUPLOA;98.7;98.7;;0;0;0;34;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/default.jpg;0;20176600;;Perolado;;12;GAZIN;131556;0;;;
Brinco;;BRINCO HEAR CUF 3 FIOS CRAVEJADOS;74.7;74.7;;0;0;2.2;25.25;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/default.jpg;0;20567149;;;;12;TANK BRUTOS;BF13-606;0;;;
